item_id,cefr_grade,learning_focus,text_sample,language_analysis.token_count,language_analysis.distinct_tokens,language_analysis.grammatical_complexity,language_analysis.sentence_structure,language_analysis.avg_words_per_sentence,skill_assessment.function_type,skill_assessment.cognitive_level,skill_assessment.interaction_mode,pedagogical_info.learning_outcome,pedagogical_info.teaching_context,pedagogical_info.assessment_type,technical_details.creation_date,technical_details.dataset_version,technical_details.processing_model
A2_193,A2,environmental issues,Many people are worried about pollution. Factories and cars create a lot of pollution. This is harmful to the planet. Animals and plants suffer because of pollution. We need to take care of the environment. Recycling and using less plastic can help. It's important to protect the Earth for future generations.,51,41,4,7,7.285714285714286,analytical,foundational,receptive,comprehension,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_194,A2,technological advances,"Technology has advanced a lot in recent years. People now use smartphones for many things like calling, texting, and taking photos. Smartwatches are also popular for tracking fitness and receiving notifications. In the past, computers were big and slow, but now they are small and fast. Overall, technology has made life easier and more convenient for many people.",58,46,4,5,11.6,analytical,foundational,productive,production,group,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_195,A2,health trends,"Many people are trying to stay healthy by eating more fruits and vegetables. They also go for walks or do exercise to keep fit. Some people like to drink water instead of sugary drinks. It is important to get enough sleep and relax to stay healthy. Health trends change, but it is always good to take care of our bodies.",60,49,2,5,12.0,analytical,foundational,receptive,interaction,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_196,A2,educational changes,"In the past, students used books and pencils in school. Now, they use computers and tablets. Teachers also teach online classes. This change helps students learn in new ways. It is important to keep up with educational changes for a better future.",42,38,1,5,8.4,analytical,foundational,productive,mediation,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_197,A2,economic developments,"In the past year, the economy has grown steadily. Many new businesses have opened, creating jobs for people. Prices for goods have remained stable, making it easier for families to afford what they need. The government has also invested in infrastructure projects to improve transportation and communication. Overall, economic developments have been positive for the country.",56,45,4,5,11.2,analytical,foundational,receptive,comprehension,group,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_198,A2,social movements,"Social movements are groups of people who come together to promote change in society. They often gather to protest against unfair laws or policies. In the past, civil rights movements fought for equal rights for all people. Today, environmental movements work to protect the planet. These movements use peaceful demonstrations to raise awareness and make a difference.",57,47,0,5,11.4,analytical,foundational,productive,production,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
A2_199,A2,problem analysis,"Problem analysis is an important step in finding solutions. First, we identify the issue. Then, we gather information to understand it better. Next, we brainstorm possible solutions. Finally, we choose the best solution and put it into action. This process helps us solve problems effectively.",45,39,1,6,7.5,evaluative,foundational,receptive,interaction,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
A2_200,A2,decision making,"When making decisions, it's important to think carefully about the options. I usually make decisions by weighing the pros and cons. For example, when choosing what to eat for dinner, I consider what I'm in the mood for and what ingredients I have at home. This helps me make a good decision.",52,40,5,4,13.0,evaluative,foundational,productive,mediation,group,summative,2025-05-05,5.0,gpt-3.5-turbo
B1_001,B1,giving instructions,"When giving instructions, it is important to be clear and concise. Start by clearly stating the task that needs to be done. Use simple language and avoid jargon or complicated terms. Break down the steps into smaller parts to make it easier to follow. Finally, be patient and willing to repeat the instructions if necessary. Remember, effective communication is key to ensuring tasks are completed successfully.",66,53,7,6,11.0,interpersonal,developmental,receptive,comprehension,individual,formative,2025-05-05,5.0,gpt-3.5-turbo
B1_002,B1,making suggestions,"When faced with a problem, it can be helpful to brainstorm possible solutions. One way to do this is by suggesting different ideas to your team members and seeing which one resonates the most. By offering diverse suggestions, you can encourage creativity and collaboration within the group. Remember to remain open-minded and consider all proposals before making a final decision.",60,50,6,4,15.0,interpersonal,developmental,productive,production,group,summative,2025-05-05,5.0,gpt-3.5-turbo
B1_003,B1,expressing agreement,"I wholeheartedly agree with your point of view on this matter. It is evident that we share a similar perspective on the issue at hand. In my opinion, your insights are quite insightful and align with my own beliefs. I believe that working together to find a solution will benefit us both in the long run.",56,47,2,4,14.0,interpersonal,developmental,receptive,interaction,classroom,formative,2025-05-05,5.0,gpt-3.5-turbo
B1_004,B1,sharing opinions,"Sharing opinions is an essential part of communication. It allows us to express our thoughts and feelings while also understanding the perspectives of others. By discussing our viewpoints openly, we can learn from each other and broaden our understanding of different topics. It is important to listen actively and respectfully to others' opinions, even if they differ from our own. In this way, we can engage in meaningful conversations and promote mutual respect and understanding.",75,57,6,5,15.0,interpersonal,developmental,productive,mediation,individual,summative,2025-05-05,5.0,gpt-3.5-turbo
B1_005,B1,making requests,"When making requests, it is important to be polite and respectful. It is helpful to use phrases like ""Could you please..."" or ""Would you mind..."" to make your request sound more polite. Additionally, providing a reason for your request can also make it more likely to be fulfilled. Remember to say ""thank you"" after your request has been granted.",59,44,3,4,14.75,interpersonal,developmental,receptive,comprehension,group,formative,2025-05-05,5.0,gpt-3.5-turbo
B1_006,B1,offering help,"If you ever need a hand with anything, feel free to ask me. I am more than willing to assist you in any way that I can. Whether it's helping you move furniture or proofreading your essay, just let me know. I believe that lending a helping hand is essential in building strong relationships and fostering a sense of community.",60,49,8,4,15.0,interpersonal,developmental,productive,production,classroom,summative,2025-05-05,5.0,gpt-3.5-turbo
